symbol,base_currency,base_currency_desc,close,24h_close_change|5,market_cap_calc
CRYPTO:CHILLGUYUSD,CHILLGUY,Just a chill guy,0.10883,15.454834943211976,108824976.70002985
CRYPTO:CHIRP2USD,CHIRP,Chirp,0.033803,-0.34786710297455864,773559.885868
CRYPTO:CHKNUSD,CHKN,Chickencoin,3.6948e-08,2.6704087587184198,2373502.572
CRYPTO:CHMBUSD,CHMB,Chumbi Valley,1.6864e-05,-1.4838182030611127,143637.565628256
CRYPTO:CHMPZUSD,CHMPZ,Chimpzee,4.0373e-05,14.73839770369739,329702.378677695
CRYPTO:CHOUSD,CHO,Choise.ai,0.0080046,7.100710472444109,3447871.866619366
CRYPTO:CHONKYUSD,CHONKY,CHONKY,3.7168e-06,-13.417815877748781,1858400
CRYPTO:CHPDUSD,CHPD,Chirppad,0.00041198,-3.9852708119697917,54175.37
CRYPTO:CHRUSD,CHR,Chromia,0.12768,8.993174061433441,107555322.82780817
CRYPTO:CHRPUSD,CHRP,Chirpley,0.0030408,-7.731520815632963,1255940.3559864
CRYPTO:CHZUSD,CHZ,Chiliz,0.048164,0.8480077053539555,461982900.37092
CRYPTO:CIRUSUSD,CIRUS,Cirus Foundation,0.0014509,-9.262274549098201,90812.1342381
CRYPTO:CIRXUSD,CIRX,Circular Protocol,0.0040565,0.8627977522502451,6187674.120934356
CRYPTO:CITYUSD,CITY,Manchester City Fan Token,1.186,-0.4365345869711294,10556850.478
CRYPTO:CIXUSD,CIX,Centurion Invest,0.0035639,2.3638556985294117,4031585.8120722217
CRYPTO:CKBUSD,CKB,Nervos Network,0.0058129,0.939627622620545,270263749.673707
CRYPTO:CKPCUSD,CKP,Cakepie,0.39558,4.8765708564955,1651588.6302578582
CRYPTO:CLANKERUSD,CLANKER,tokenbot,34.826,23.147068179408333,34826000
CRYPTO:CLASHUUSD,CLASH,Clashub,0.00058997,-2.824812228225056,179717.41715157
CRYPTO:CLAYTUSD,CLAY,Clayton,4.9708e-05,2.0072541422801113,4970800
CRYPTO:CLEAREUSD,CLEAR,Everclear,0.015794,-3.359236370311454,5778082.630046
CRYPTO:CLHUSD,CLH,ClearDAO,0.00015699,4.953870838347381,44301.83041362
CRYPTO:CLNDUSD,CLND,Colend,0.073516,0.8948177426438294,306954.074892
CRYPTO:CLOREUSD,CLORE,Clore.ai,0.02181,-1.374694763498246,11633460.41214
CRYPTO:CLOUDSUSD,CLOUD,Cloud,0.091395,-2.2096371869948404,16451100
CRYPTO:CLSUSD,CLS,Coldstack,0.030778,1.7925651541209182,723719.062704
CRYPTO:CLUSTRUSD,CLUSTR,Clustr Labs,0.0073096,-7.956935087829758,3652501.9787136
CRYPTO:CLVUSD,CLV,CLV,0.028792,0.15307009914767405,35245465.627768
CRYPTO:CLYUSD,CLY,Colony,0.080186,5.115096219390683,9035369.252458079
CRYPTO:CMETHUSD,CMETH,Mantle Restaked Ether,2735.65,2.8645314549684846,544667503.1772187
CRYPTO:CNDYUSD,CNDY,SUGARVERSE,0.0012039,2.5293817066939113,36531.141599999995
CRYPTO:CNGUSD,CNG,Changer,0.0102615,-16.48082432608412,
CRYPTO:CNNSUSD,CNNS,CNNS,4.7558e-05,9.358903605592348,
CRYPTO:CNSUSD,CNS,Centric Swap,4.6898e-07,-2.1515474029090846,46522.34702
CRYPTO:COAIUSD,COAI,CodeMong Ai,4.1918e-06,-5.893181869205029,31438.500000000004
CRYPTO:COBEUSD,COBE,Castle of Blackwater,0.016201,-0.9597750336226977,126512.766548
CRYPTO:COCA2USD,COCA,COCA,0.13352,0.029964791370149263,8478520
CRYPTO:COCORO2USD,COCORO,COCORO,2.2419e-05,9.020618556701022,9431449.11
CRYPTO:COCOROCOUSD,COCORO,Cocoro,0.013687,50.50582801847372,8172661.2914079
CRYPTO:COLLATUSD,COLLAT,Collaterize,0.022345,20.394417802683336,22344213.2522136
CRYPTO:COLLEUSD,COLLE,Colle AI,0.00057197,8.512616201859235,57197
CRYPTO:COMBRUSD,COM,BRC20.COM,0.056477,-7.258157216283233,1186017
CRYPTO:COMAIUSD,COMAI,Commune AI,0.048603,-4.531526222746016,4896065.026838072
CRYPTO:COMBO2USD,COMBO,COMBO,0.015351,0.5567928730512249,1277679.081
CRYPTO:COMBOUSD,COMBO,Furucombo,0.0021862,5.654359172627098,88693.97025362
CRYPTO:COMPUSD,COMP,Compound,46.724,-0.2689664005464665,417758033.2390362
CRYPTO:CONVUSD,CONV,Convergence,4.3273e-05,-1.8263079087072993,170072.660697216
CRYPTO:CONXCUSD,CONX,Connex,21.735,0.6343179924067064,25169130
CRYPTO:COOKMUSD,COOK,mETHProtocol,0.0089471,-1.5214064753349383,8589216
CRYPTO:COOKUSD,COOK,Cook Finance,9.0295e-05,0.397967918005268,78884.4871897521
CRYPTO:COOKIE2USD,COOKIE,Cookie DAO,0.17951,-7.943589743589745,92278677.95504001
CRYPTO:COPAUSD,COPA,COCO PARK,9.999e-08,-0.02999400119976759,499.95
CRYPTO:COPIUSD,COPI,Cornucopias,0.015879,-2.54096851408579,14559404.636538
CRYPTO:COQUSD,COQ,Coq Inu,9.2259e-07,-6.8304355727873025,64046197.8
CRYPTO:COREUSD,CORE,cVault.finance,6285.99,-0.11139361194978895,62859900
CRYPTO:COREDUSD,CORE,Core,0.8314,-1.0295412887714592,832354913.944425
CRYPTO:COREUMUSD,COREUM,Coreum,0.14082,-7.288169069721507,54186416.19936
CRYPTO:CORGIAIUSD,CORGIAI,CorgiAI,0.00017869,13.073467063215851,61385372.93870343
CRYPTO:CORN3USD,CORN,Corn,0.066537,7.072511344984061,34931925
CRYPTO:COSUSD,COS,Contentos,0.0040453,-2.482944820769949,20940328.6784622
CRYPTO:COSMICNUSD,COSMIC,Cosmic Network,0.00010999,-4.539142509980908,10999
CRYPTO:COTUSD,COT,Cosplay Token,0.0031458,-2.3528681400546314,1240575.0990066
CRYPTO:COTIUSD,COTI,COTI,0.08269,-2.5783339814520323,173648433.12544137
CRYPTO:COVALUSD,COVAL,Circuits of Value,0.00086726,-3.9258511923899833,1547919.0235532406
CRYPTO:COVNUSD,COVN,Covenant,0.0053127,-8.51371596838353,
CRYPTO:COWUSD,COW,CoW Protocol,0.39393,2.3154283932330317,165300700.47411022
CRYPTO:CPCOUSD,CPC,CPCoin,0.080976,1.850663647229037,13852367.437371029
CRYPTO:CPHUSD,CPH,Cypherium,0.011366,-1.1824030603373388,4352623.68018
CRYPTO:CPOOLUSD,CPOOL,Clearpool,0.1709,-2.6906852126325402,132122086.43942001
CRYPTO:CQTUSD,CQT,Covalent,0.00326,-5.5072463768115965,2791133.194037092
CRYPTO:CRUSD,CR,Crypto Rangers,1.0352e-05,2.288927609694286,83285.064099344
CRYPTO:CRAFTUSD,CRAFT,TaleCraft,0.0011339,0.1501501501501394,6803.4
CRYPTO:CRAICUSD,CRAI,Cryptify AI,0.0066273,5.320619785458875,6395344.5
CRYPTO:CRE8USD,CRE8,Creaticles,0.00057697,-0.041593733210860157,45034.02823898
CRYPTO:CREAMUSD,CREAM,Cream Finance,1.135,-6.322218553978211,2106172.965
CRYPTO:CREDIUSD,CREDI,Credefi,0.0070161,-2.8959238453662444,5252069.199468
CRYPTO:CREOUSD,CREO,Creo Engine,0.010979,-2.7546501328609434,4391895.3351
CRYPTO:CREPEUSD,CREPE,Crepe Coin,0.00010999,-8.356940509915024,296973
CRYPTO:CRETAUSD,CRETA,Creta World,0.0071696,-5.8044512179099765,10512837.9221984
CRYPTO:CRFUSD,CRF,Crafting Finance,0.00021099,8.73531230674088,13081.380000000001
CRYPTO:CRGPTUSD,CRGPT,CryptoGPT,0.022349,-5.156170429468684,115824.34062100001
CRYPTO:CRHCUSD,CRH,Crypto Hunters Coin,0.00035278,14.442353857133602,68430.71290602633
CRYPTO:CROUSD,CRO,Cronos,0.10102,1.270302787246846,2684259061.50992
CRYPTO:CROBUSD,CROB,Crob Coin,0.015035,0,12028000
CRYPTO:CROIDUSD,CROID,Cronos ID,0.030017,-1.6931944717364251,4607527.6906749
CRYPTO:CROS2USD,CROS,Cros,0.001375,5.606758832565279,318327.4235012702
CRYPTO:CROWNUSD,CROWN,CROWN Token,0.10069,-1.6891232181214564,302070
CRYPTO:CROWNBUSD,CROWN,Crown by Third Time Games,0.093995,3.1585763359197423,17916938.04738475
CRYPTO:CRPUSD,CRP,CropperFinance,0.00066687,-3.328356261687668,
CRYPTO:CRTCUSD,CRT,Cantina Royale,0.00062474,-0.8333465610565148,151926.4254293
CRYPTO:CRTUSD,CRT,Carrot,0.037888,-6.143479984145865,
CRYPTO:CRTAIUSD,CRTAI,CRT AI Network,0.0022999,17.2492865878516,811636.8765058
CRYPTO:CRTSUSD,CRTS,Cratos,0.00033488,-3.137379637394085,16509475.748365602
CRYPTO:CRUUSD,CRU,Crust Network,0.094695,-5.41755311179696,1338851.791455
CRYPTO:CRVUSD,CRV,Curve DAO Token,0.72801,-4.985440633038662,977992868.21544
CRYPTO:CRVUSDUSD,CRVUSD,crvUSD,0.99825,-0.11406958244529462,168498194.29362038
CRYPTO:CRXCOUSD,CRX,COREx Network,0.00032706,4.097097758073129,
CRYPTO:CRYNUSD,CRYN,CRYN,1.1813,1.29480363574002,
CRYPTO:CSUSD,CS,Credits,0.0010385,-2.423900789177009,
CRYPTO:CSASUSD,CSAS,csas(Ordinals),0.00019,-2.584085315832646,190000
CRYPTO:CSCUSD,CSC,CasinoCoin,0.0001,4.978059585546624,
CRYPTO:CSIXUSD,CSIX,Carbon browser,0.010122,1.7908676809218842,4014234.058296
CRYPTO:CSMCUSD,CSM,Crust Shadow,0.003564,-0.19602352282274046,356400
CRYPTO:CSPRUSD,CSPR,Casper,0.016288,-5.317791695662246,212865506.591488
CRYPTO:CSWAPCUSD,CSWAP,ChainSwap,0.015789,-16.806046960437442,14593608.652290002
CRYPTO:CTCHUSD,CT,Challenge,6.9997e-06,-14.305914615857052,
CRYPTO:CTACUSD,CTA,Cross The Ages,0.028465,1.5102404274265389,14202728.81446627
CRYPTO:CTCUSD,CTC,Creditcoin,0.7341,0.6958455140610229,329916324.50729996
CRYPTO:CTFUSD,CTF,CryptoTradingFund,0.5084,-0.027535205727328493,2406786.8578660204
CRYPTO:CTGUSD,CTG,City Tycoon Games,0.24839,0.6034831915755331,2483900
CRYPTO:CTIUSD,CTI,ClinTex CTi,0.0061097,-4.254685639064753,760322.686750178
CRYPTO:CTKUSD,CTK,Shentu,0.40791,3.7413841340895795,59522862.72378
CRYPTO:CTOKUSD,CTOK,Codyfight,0.00040468,-3.505174304926327,51394.360404679996
CRYPTO:CTPUSD,CTP,Ctomorrow Platform,0.0024844,-13.628779979144937,4051094.825402
CRYPTO:CTRUSD,CTR,Creator Platform,0.00058247,1.2795326924079873,25337.445
CRYPTO:CTRLWUSD,CTRL,Ctrl Wallet,0.016477,-6.751556310130182,3360083.7753769998
CRYPTO:CTSIUSD,CTSI,Cartesi,0.080968,1.5778176660348628,70369941.84349136
CRYPTO:CTTUSD,CTT,CryptoTycoon,0.046238,-14.680036463081137,33015.84276378414
CRYPTO:CTXUSD,CTX,Cryptex Finance,1.9525,-4.746804566299149,15171948.01466864
CRYPTO:CTXCUSD,CTXC,Cortex,0.085696,-1.5921518173045976,19668229.561695
CRYPTO:CUBEUSD,CUBE,Somnium Space Cubes,0.2999,-8.678440925700373,3748750
CRYPTO:CULTMUSD,CULT,Milady Cult Coin,0.00098528,-8.432447500464608,98528000
CRYPTO:CULTUSD,CULT,Cult DAO,3.0013e-06,2.520233582624732,12961686.490710195
CRYPTO:CUSDUSD,CUSD,Celo Dollar,0.99977,-0.01200072004320349,35545988.16126808
CRYPTO:CVCUSD,CVC,Civic,0.11486,-1.0339479579527768,114860000
CRYPTO:CVNCUSD,CVN,ConsciousDao,0.10568,-1.5923270323121363,14795200
CRYPTO:CVPUSD,CVP,PowerPool,0.034133,-6.047343793008545,1543543.9348196732
CRYPTO:CVTXUSD,CVTX,Carrieverse,0.00012029,-16.199959901089354,24978.26733774
CRYPTO:CVXUSD,CVX,Convex Finance,3.2238,-3.5438491469619957,312848845.1334077
CRYPTO:CWAUSD,CWA,Chris World Asset,0.0072646,-10.95425347434239,569284.56732
CRYPTO:CWARUSD,CWAR,Cryowar,0.0015049,-2.8658103659717287,391274
CRYPTO:CWEBUSD,CWEB,Coinweb,0.0033898,0.8688924596798209,8054271.774227602
CRYPTO:CWIFUSD,CWIF,catwifhat,1.03645e-07,-10.71859903381642,3210545.095634393
CRYPTO:CWSUSD,CWS,Seascape Crowns,0.09884,-1.8070912685403204,479576.8157685058
CRYPTO:CXTCOUSD,CXT,Covalent X Token,0.032798,-6.310166538120954,31908879.018
CRYPTO:CYBAUSD,CYBA,CYBRIA,0.00028302,0,223475.56682322
CRYPTO:CYBERCUSD,CYBER,Cyber,1.5324,-1.8258696905631349,60908302.8
CRYPTO:CYBONKUSD,CYBONK,CYBONK,1.128e-06,0.08742787200560195,112800
CRYPTO:CYBROUSD,CYBRO,CYBRO,0.013489,-8.830787700927091,1785927.2202752635
CRYPTO:CYCONUSD,CYCON,CONUN,0.00054647,-3.2813578520734237,147546.9
CRYPTO:DAUSD,D,DAR Open Network,0.051237,-0.5102832751261144,33195140.786511
CRYPTO:D2TUSD,D2T,Dash 2 Trade,0.00017674,-1.463086495879816,52756.89
CRYPTO:DADDYTUSD,DADDY,Daddy Tate,0.040598,-4.195193351905191,24344190.698263526
CRYPTO:DAFIUSD,DAFI,DAFI Protocol,0.00042908,3.149189864897349,488703.9759897132
CRYPTO:DAGUSD,DAG,Constellation,0.045426,9.007820371347698,130529263.293468
CRYPTO:DAIUSD,DAI,Dai,0.99988,-0.0020002000200040008,5364738856.740552
CRYPTO:DALUSD,DAL,DAOLaunch,0.0054267,-1.224972697488172,5751.41310654
CRYPTO:DANAUSD,DANA,Ardana,0.0012029,-1.012179065174459,
CRYPTO:DAOUSD,DAO,DAO Maker,0.16219,0.971175994521575,31978683.883877147
CRYPTO:DAPPPUSD,DAPP,Pencils Protocol,0.012008,3.4993966557490097,677451.349344
CRYPTO:DAPPXUSD,DAPPX,dAppstore,0.0011362,7.717834455295337,747489.8336573066
CRYPTO:DARKEUSD,DARK,Dark Eclipse,0.01509,-26.057165231010178,15089363.94141
CRYPTO:DARKUSD,DARK,Dark Frontiers,0.0030788,-2.309937809366672,532969.697934
CRYPTO:DASHUSD,DASH,Dash,24.697,-0.16573692295254416,302693043.32557017
CRYPTO:DATAUSD,DATA,Streamr,0.019049,-0.5741427005584789,21727362.795797
CRYPTO:DAVINCIUSD,DAVINCI,Davincigraph,0.009206,-13.412340105342363,828540
CRYPTO:DBCUSD,DBC,DeepBrain Chain,0.00085871,7.87136486401609,4661895.62867429
CRYPTO:DBDUSD,DBD,Day By Day,0.0011059,-0.2075437646634183,
CRYPTO:DBRDUSD,DBR,DeBridge,0.017348,-4.085807486039697,31734585.320756
CRYPTO:DBXUSD,DBX,DBX,4.3608e-05,-0.2744237102085594,498875.566704168
CRYPTO:DCDUSD,DC,Dogechain,9.4829e-05,-4.203454894433785,3985658.0404875604
CRYPTO:DCBUSD,DCB,Decubate,0.01084,0.12000369242129719,4119508.8099200004
CRYPTO:DCKUSD,DCK,DexCheck AI,0.012074,6.360112755461597,8188775.746026
CRYPTO:DCOINDUSD,DCOIN,Dogcoin,0.00026899,-8.213335153210949,268990
CRYPTO:DCRUSD,DCR,Decred,14.989,0.06008010680908104,251690952.21205592
CRYPTO:DDUSD,DD,DuckDAO,0.12299,-3.172728704141074,1200596.27961
CRYPTO:DDDUSD,DDD,Scry.info,0.00024569,4.086558821038374,
CRYPTO:DEAIUSD,DEAI,Zero1 Labs,0.14292,8.279724513736477,13037340.19248
CRYPTO:DEBUSD,DEB,Andus Chain,0.0039698,-6.395646309130658,2238967.1999999997
CRYPTO:DECENTRALIZEDUSD,DECENTRALIZED,DECENTRALIZED (Runes),7.4716e-05,1.7735036913940059,1569035.9999999998
CRYPTO:DECHATUSD,DECHAT,DeChat,0.051797,-16.87475927590191,253548.749459
CRYPTO:DEDAUSD,DEDA,DedaCoin,0.31976,2.843175093271586,40609520
CRYPTO:DEEPBUSD,DEEP,DeepBook Protocol,0.19913,0.5704477762633247,627458630
CRYPTO:DEEPSEEKGUSD,DEEPSEEK,Global DePIN Chain,0.0014039,5.948686899265863,1109081
CRYPTO:DEFAIDUSD,DEFAI,DeFi Agents AI,0.00034248,-5.619092236889248,26370.96
CRYPTO:DEFI3USD,DEFI,DeFi,0.0049178,2.4441238579104834,147827.770241758
CRYPTO:DEFIANTUSD,DEFIANT,Defiant,8.3456e-05,-5.642822207309176,83456
CRYPTO:DEFROGSUSD,DEFROGS,DeFrogs,69.937,1.016209567598419,699370
CRYPTO:DEFXUSD,DEFX,DeFinity,0.038768,13.925250251732527,
CRYPTO:DEGEN4USD,DEGEN,Degen,0.007909,44.6011539518271,112146526.624011
CRYPTO:DEGENAIUSD,DEGENAI,Degen Spartan AI,0.0048498,-2.04205296006788,4849557.4954506
CRYPTO:DEGOUSD,DEGO,Dego Finance,1.8471,-0.5489478499542536,38783951.45380603
CRYPTO:DEGODUSD,DEGOD,Degods,0.0011729,-2.1115005842096495,11729000
CRYPTO:DEKUSD,DEK,DekBox,0.00061387,0.36787547823811734,
CRYPTO:DENTUSD,DENT,Dent,0.00095162,-0.23579962272060084,95161999.99999994
CRYPTO:DENTXUSD,DENTX,DENTNet,0.019249,3.9699686723560528,85763802.646558
CRYPTO:DEODUSD,DEOD,Decentrawood,0.0028039,1.351400180668471,1140767.4699496247
CRYPTO:DEPUSD,DEP,DEAPcoin,0.0012124,-1.5429592333928797,35615865.24212202
CRYPTO:DERIUSD,DERI,Deri Protocol,0.0044803,25.861729921060782,558674.7226687
CRYPTO:DERP3USD,DERP,Derp,8.7796e-10,-3.538899326499438,75656.19202663934
CRYPTO:DERPUSD,DERP,Derp Coin,7.2804e-07,1.1363320645681045,452112.84
CRYPTO:DESCISUSD,DESCI,SUI Desci Agents,0.001396,-2.1737606058481167,1396000
CRYPTO:DESOUSD,DESO,Decentralized Social,5.2047,2.024904214559398,46241344.5192
CRYPTO:DETFUSD,DETF,Decentralized ETF,0.0056107,7.567101226993857,392749
CRYPTO:DEUSUSD,DEUS,DEUS Finance,11.377,-6.791741766344411,
CRYPTO:DEUSDUSD,DEUSD,Elixir deUSD,1,-0.01999600079983783,179048104.58044568
CRYPTO:DEVVEUSD,DEVVE,Devve,0.58772,-4.03317984389797,52708333.06565191
CRYPTO:DEXEUSD,DEXE,DeXe,12.463,-6.300751879699256,1043568977.7030133
CRYPTO:DEXTUSD,DEXT,DEXTools,0.3003,-1.508691374221054,23301889.264713984
CRYPTO:DEXTFUSD,DEXTF,Domani Protocol,0.14978,-1.4799710583437493,14135773.257750986
CRYPTO:DFUSD,DF,dForce,0.050705,-0.22040302267002715,50701255.26474828
CRYPTO:DFAUSD,DFA,DeFine,0.00027599,-0.05796051439957455,71075.41049466
CRYPTO:DFCAUSD,DFC,DeFinder Capital,0.080215,-7.881564535315097,2130773.424985
CRYPTO:DFIUSD,DFI,DeFiChain,0.0082536,-0.6380468543086336,6841730.761801274
CRYPTO:DFISUSD,DFI,DfiStarter,0.00081496,3.7967267401133564,
CRYPTO:DFLUSD,DFL,DeFi Land,0.00019749,1.204263605616482,1409546.09112384
CRYPTO:DFNDUSD,DFND,dFund,0.00026619,0.810452565801943,
CRYPTO:DFYUSD,DFY,Defi For You,0.00016949,-0.023594644015812183,68883.52716132
CRYPTO:DFYNUSD,DFYN,Dfyn Network,0.0034688,-0.5425266239917352,596212.5396013453
CRYPTO:DGBUSD,DGB,DigiByte,0.011879,12.171860245514637,210125793.6315109
CRYPTO:DGHUSD,DGH,Digihealth,0.00022909,9.069701009331558,229090
CRYPTO:DGIUSD,DGI,DGI Game,1.4999e-05,-66.15181133428982,
CRYPTO:DGKUSD,DGK,DIGIKA,0.12858,0.681230913789061,12858000
CRYPTO:DHNUSD,DHN,Dohrnii,3.6053,-9.546389683375976,61560648.9226
CRYPTO:DHVUSD,DHV,DeHive,0.013165,-1.877934272300473,52915.071875
CRYPTO:DHXUSD,DHX,DataHighway,0.010652,-5.736870524293834,
CRYPTO:DIAUSD,DIA,DIA,0.51507,-1.8942639023740198,61641570.88728
CRYPTO:DIAMUSD,DIAM,DIAM,0.012694,-1.4847636815920413,18225599.082064
CRYPTO:DICEKUSD,DICE,Klaydice,0.0033868,-0.5812246815006147,1446269.371423532
CRYPTO:DIGGUSD,DIGG,DIGG,555.57,2.3149171270718325,318856.3586108937
CRYPTO:DIGICUSD,DIGI,Digicoin,5.8797e-08,-1.7010283336968093,1174396.1630159114
CRYPTO:DIGIVUSD,DIGI,Digiverse,0.017479,-1.0977196853958,43697.49934359233
CRYPTO:DIGIMONUSD,DIGIMON,Digimon,0.0012381,-12.354856981025216,1238014.2524124868
CRYPTO:DIKOUSD,DIKO,Arkadiko Finance,0.042098,-1.2054457785761479,252587.99999999997
CRYPTO:DIMOUSD,DIMO,DIMO,0.083873,-2.9135316587567908,26779793.757761892
CRYPTO:DIN2USD,DIN,DIN,0.09681,4.229867251877197,1260969.612
CRYPTO:DINERO2USD,DINERO,Dinero,0.023299,14.672630751081389,9901453.429278
CRYPTO:DINGOUSD,DINGO,Dingocoin,3.8848e-05,-0.7637877742866761,4398847.176477699
CRYPTO:DINOLUSD,DINO,DinoLFG,0.0026419,-12.417589662447265,826778.6236567
CRYPTO:DIOUSD,DIO,Decimated,0.0040018,-3.450106157112524,2174017.2597264
CRYPTO:DIONEUSD,DIONE,Dione Protocol,0.0019809,-5.374032674118667,20097104.77705456
CRYPTO:DIPSUSD,DIP,Senor Dip,0.0005663,1.1611289746338165,3964100.0000000005
CRYPTO:DISUSD,DIS,TosDis,0.93115,0.39569586406176543,
CRYPTO:DISTRIBUTEUSD,DISTRIBUTE,DISTRIBUTE,0.0016,59.840159840159856,1597579.3104
CRYPTO:DIVERUSD,DIVER,Divergence,0.0076526,-0.2333615800795304,953669.575621
CRYPTO:DJEDUSD,DJED,Djed,0.99795,-0.2145494461630561,3286652.5916565
CRYPTO:DKAUSD,DKA,dKargo,0.018319,-0.7798960138648275,85855046.67277299
CRYPTO:DKSUSD,DKS,DarkShield Games Studio,5.8227e-05,-3.43140506832958,62489.49649224945
CRYPTO:DLCUSD,DLC,Diamond Launch,0.16579,-10.451550178243494,147553100
CRYPTO:DLCDEUSD,DLC,DeepLink Protocol,0.00010529,14.159752161008685,1382573.519
CRYPTO:DMAILUSD,DMAIL,Dmail Network,0.078786,-3.0314219251929337,7811200.24805106
CRYPTO:DMCDAUSD,DMC,Datamall Coin,0.0028419,-6.40334144576728,1088328.0673776001
CRYPTO:DMCKUSD,DMCK,Diamond Castle,4.5068e-05,-1.4670193926408406,25238.08
CRYPTO:DMCPUSD,DMCP,DeMCP,0.0021019,0.5020560390169101,1786614.9999999998
CRYPTO:DMDUSD,DMD,Diamond,2.5391,-4.7635122463523585,9808046.80588196
CRYPTO:DMLGUSD,DMLG,Demole,3.6948e-05,-15.716957890414715,550.5252
CRYPTO:DMSUSD,DMS,Dragon Mainland Shards,3.3468e-05,3.9508013417815793,
CRYPTO:DMTSUSD,DMT,Sanko GameCorp,11.958,-1.3773195876288644,7055303.706
CRYPTO:DMTRUSD,DMTR,Dimitra,0.022839,-3.931947069943287,11111246.162585534
CRYPTO:DNA3USD,DNA,DNA,2.38e-11,-6.570890249646731,1001242.2000000001
CRYPTO:DNAMUSD,DNA,Muhdo Hub,0.0026459,-10.174497555676261,4251231.672633278
CRYPTO:DNOWUSD,DNOW,DuelNow,0.0027614,-0.3823953823953956,276140
CRYPTO:DNTUSD,DNT,district0x,0.0319,-1.8461538461538565,31899999.999999996
CRYPTO:DNX2USD,DNX,Dynex,0.028059,-7.123233259408818,2871557.360947292
CRYPTO:DNXCUSD,DNXC,DinoX,0.00013387,6.890769722133508,4553.0632796
CRYPTO:DOAIUSD,DOAI,DOJO Protocol,0.00075896,-2.340603487100297,539674.6239089794
CRYPTO:DODOUSD,DODO,DODO,0.058756,-2.164675298705197,42639429.225988604
CRYPTO:DOGGUSD,DOG,Dog (Bitcoin),0.0037718,0.8313951934129988,377180000
CRYPTO:DOGTUSD,DOG,The Doge NFT,0.0012425,3.036369703036371,18976363.63558425
CRYPTO:DOGAUSD,DOGA,DOGAMÍ,0.0019509,1.6941201000834016,1517538.8059739112
CRYPTO:DOGEDEUSD,DOGE,Department Of Government Efficiency,0.020418,3.1777306254420585,19991677.337826844
CRYPTO:DOGEDEPAUSD,DOGE,Department Of Government Efficiency (doge.ong),1.3099e-07,-8.417814444522124,55106.1831
CRYPTO:DOGESOLUSD,DOGE,D.O.G.E (Solana),7.4014e-13,1.3807084349231562,74014
CRYPTO:DOGEUSD,DOGE,Dogecoin,0.23128,-0.5721414436892359,34517773626.82335
CRYPTO:DOGEDEPARTMUSD,DOGE,Department of Gov Efficiency,0.100995,-14.497968167964784,1009949.79801
CRYPTO:DOGE20DUSD,DOGE20,Dogecoin20,6.1705e-06,-8.87309034731361,734289.5
CRYPTO:DOGE20USD,DOGE20,Doge 2.0,4.8948e-10,-0.9129739468410121,205919.34120000002
CRYPTO:DOGEAI2USD,DOGEAI,DOGE AI,0.01465,-4.665842389536023,10987500
CRYPTO:DOGECASTUSD,DOGECAST,Dogecast,0.00020899,12.204850031908112,208990
CRYPTO:DOGECOINUSD,DOGECOIN,Buff Doge Coin,1.9499e-09,2.60471479688486,1938116.1595394546
CRYPTO:DOGENUSD,DOGEN,DOGEN,0.00038098,-10.080931421269348,380980
CRYPTO:DOGEVERSEUSD,DOGEVERSE,DogeVerse,8.5796e-06,-13.615723074134864,857960
CRYPTO:DOGGOUSD,DOGGO,DOGGO,1.0459e-09,-11.598025867937375,10459
CRYPTO:DOGGYUSD,DOGGY,DOGGY,0.00024659,0.9339314845024498,554974.3601858898
CRYPTO:DOGI2USD,DOGI,dogi,0.23129,-1.1327690860904562,4857090
CRYPTO:DOGINMEUSD,DOGINME,doginme,0.00117486,52.04224258425221,79443255.49950124
CRYPTO:DOGKUSD,DOGK,Dagknight Dog,7.7715e-05,-7.772943271192245,346549.677206535
CRYPTO:DOGS2USD,DOGS,DOGS,0.0002355,6.000629751248259,121694625
CRYPTO:DOLANDUSD,DOLAN,Dolan Duck,0.10993,-4.855461312099709,10798998.28425
CRYPTO:DOLOUSD,DOLO,Dolomite,0.048268,-1.9829740547349552,17458245.992
CRYPTO:DOLZUSD,DOLZ,DOLZ,0.0061712,-2.36215489280911,1631740.7661184
CRYPTO:DOMEUSD,DOME,Everdome,0.00018359,-3.348249539352468,3487997.23149053
CRYPTO:DOMIUSD,DOMI,Domi Online,0.0050037,-4.70957912778518,2238713.671003446
CRYPTO:DONSAUSD,DON,Salamanca,0.0022119,-18.36501199483299,2211900
CRYPTO:DONKEYUSD,DONKEY,Donkey (DONKEY_BSC_MEME),0.0021299,-16.158236567604796,2129900
CRYPTO:DOODUSD,DOOD,Doodles,0.005746046016666667,,44819158.93
CRYPTO:DOODIUSD,DOODI,Doodipals,0.0019829,0.37966994026526923,1982900
CRYPTO:DOPDAUSD,DOP,Data Ownership Protocol,0.00030848,-3.8883349950149686,2694081.2448319998
CRYPTO:DOPEDUSD,DOPE,Dopamine App,0.0012132,-6.193458594293671,151650
CRYPTO:DORAFUSD,DORA,Dora Factory,0.027074,-0.5171465248487153,14546240.638584001
CRYPTO:DORKYUSD,DORKY,Dork Lord,0.034098,2.996435691415474,2367083.16
CRYPTO:DOSEUSD,DOSE,DOSE,0.00012329,-16.08929422173825,105252.93819679
CRYPTO:DOTUSD,DOT,Polkadot,5.0369,-1.7381296086769964,7942186801.061315
