symbol,name,close,change,volume,market_cap_basic
CBOE:FDEM,FDEM,26.17,0.9645061728395061,33898,
CBOE:FDEV,FDEV,30.89,-0.09314721140535978,28492,
NASDAQ:FDFF,FDFF,36.5,0.7027117998747415,23557,
AMEX:FDG,FDG,95.9434,-0.7721584445133942,26679,
CBOE:FDGR,FDGR,13.281,-0.08275654529039446,1,
CBOE:FDHT,FDHT,20.283,0.44967858876200484,1556,
AMEX:FDHY,FDHY,47.75,-0.0627877773126855,31942,
NASDAQ:FDIF,FDIF,30.83,0.19499512512186779,9598,
NASDAQ:FDIG,FDIG,27.54,0.21834061135370714,43504,
AMEX:FDIS,FDIS,87.37,0.5061543770850082,68494,
NASDAQ:FDIV,FDIV,25.43,-0.4458990209012758,12848,
AMEX:FDL,FDL,41.09,-0.29119145838388116,830465,
AMEX:FDLO,FDLO,59.61,-0.2176096417810555,77212,
AMEX:FDLS,FDLS,28.775,0.24106626535403508,9658,
AMEX:FDM,FDM,64.5289,0.621390167533648,2875,
OTC:FDMIF,FDMIF,3.2795,2.8056426332288447,5003,311859867.336755
AMEX:FDMO,FDMO,67.98,-0.11754334410813737,25147,
NASDAQ:FDMT,FDMT,3.08,-4.938271604938276,1057542,142679893.99999997
AMEX:FDN,FDN,237.17,-0.6409719312945125,754676,
CBOE:FDND,FDND,21.3061,-0.6671577494731759,3089,
NASDAQ:FDNI,FDNI,31.18,-1.2353500158378226,3458,
NYSE:FDP,FDP,32.9,-0.48396854204477824,290362,1576830441
AMEX:FDRR,FDRR,49.4756,-0.013136063344123663,10836,
CBOE:FDRV,FDRV,13.7353,3.2845809677783193,6250,
OTC:FDRVF,FDRVF,33.15,36.13963039014372,6077,732805267.74
NYSE:FDS,FDS,454.62,1.3668086244955284,385048,17251492063.999996
NASDAQ:FDSB,FDSB,12.555,1.3644437267883134,257,69799183.515
NASDAQ:FDT,FDT,62.45,0.9864165588615773,17433,
CBOE:FDTB,FDTB,9.515,0.10520778537611558,1,
NASDAQ:FDTS,FDTS,44.4442,0.5980081484834823,3,
NASDAQ:FDTX,FDTX,33.77,-0.38348082595868865,9640,
NASDAQ:FDUS,FDUS,19.66,3.039832285115314,240044,688333535
AMEX:FDV,FDV,26.65,-0.11244377811094879,35269,
OTC:FDVA,FDVA,11.04,5.142857142857134,42982,73371902.00000001
CBOE:FDVL,FDVL,10.0649,-0.09132329438857938,213,
AMEX:FDVV,FDVV,48.88,0.1639344262295193,694604,
OTC:FDVWF,FDVWF,71.1,14.400643604183422,100,1422000000
OTC:FDVXF,FDVXF,0.05,25.000000000000007,392720,5414276.666666668
AMEX:FDWM,FDWM,21.9873,0.290097018295274,52,
NYSE:FDX,FDX,217.83,-0.6295333242096599,1167908,52191833777
OTC:FDXTF,FDXTF,0.058,0,100,4257878.0200000005
NYSE:FE,FE,42.51,0.047069898799708215,2162505,24534911219
AMEX:FEAC,FEAC,23.9468,-0.06009715707060567,3724,
NASDAQ:FEAM,FEAM,4.42,0.22675736961450763,25192,79542297
NASDAQ:FEAT,FEAT,36.28,0.27639579878386245,28186,
CBOE:FEBM,FEBM,28.67,0,119906,
NASDAQ:FEBO,FEBO,1.39,-0.714285714285715,1116,15376874.999999998
CBOE:FEBP,FEBP,27.6902,0.36026501587485416,190,
AMEX:FEBT,FEBT,32.875,-0.19338953874924394,4768,
CBOE:FEBU,FEBU,24.2087,-0.016520255898769386,600,
AMEX:FEBW,FEBW,30.5481,-0.16960784313725435,1617,
CBOE:FEBZ,FEBZ,33.564,-0.0890042537484419,52,
OTC:FECCF,FECCF,3.66,7.647058823529419,36412,282897744.20970875
OTC:FECOF,FECOF,0.0016,-17.948717948717942,3833,1377732
AMEX:FEDM,FEDM,53.431,0.4411960982248701,3,
NYSE:FEDU,FEDU,7.7,1.3157894736842175,678,15100098
OTC:FEERF,FEERF,0.0162,-14.73684210526316,22000,4255475.4
OTC:FEEXF,FEEXF,0.8757,-4.472564634013301,600,515235919.2318841
NYSE:FEGE,FEGE,37.75,0.23898035050452315,42290,
AMEX:FEIG,FEIG,40.2601,-0.11140057064879887,408,
NASDAQ:FEIM,FEIM,17.35,2.480803307737754,40844,167887498.99999997
AMEX:FELC,FELC,31.43,-0.063593004769474,524722,
NASDAQ:FELE,FELE,86.92,-0.8554807801984716,163456,3963193021
AMEX:FELG,FELG,32.65,-0.12236157846435959,451322,
OTC:FELTY,FELTY,11.32,4.331797235023047,13005,6460591957.933555
AMEX:FELV,FELV,30.15,0.0331785003317784,112902,
NASDAQ:FEM,FEM,23.26,0.7798960138648323,24861,
NASDAQ:FEMB,FEMB,27.86,0.4325883201153605,37035,
AMEX:FEMR,FEMR,26.3123,0.4098470133448399,2504,
NASDAQ:FEMS,FEMS,37.86,0.17198042069056152,9626,
NASDAQ:FEMY,FEMY,1.06,-7.826086956521728,587390,28874276.999999996
NASDAQ:FENC,FENC,5.95,-4.109589041095889,43645,164207722.20132744
NYSE:FENG,FENG,2.01,-1.9512195121951237,1509,24141659
AMEX:FENI,FENI,31.29,0.4494382022471929,391692,
AMEX:FENY,FENY,22.72,1.0226767452200998,732619,
NYSE:FEOE,FEOE,40.28,0.4739336492890938,29657,
NASDAQ:FEP,FEP,44.16,1.4705882352941024,142997,
NASDAQ:FEPI,FEPI,42.94,0.35054919373685106,81882,
NASDAQ:FER,FER,49.44,1.0629599345870728,166170,35202897545.45905
NASDAQ:FERA,FERA,9.99,-0.39880358923229464,172971,235764000
NASDAQ:FERAU,FERAU,10.1768,-0.22745098039214923,1490,318194616.7256
NYSE:FERG,FERG,171.19,0.058448769653395474,756025,34015481696.000004
OTC:FERN,FERN,0.0004,0,1105658,1029621
AMEX:FESM,FESM,29.68,-0.26881720430108147,105458,
OTC:FESNF,FESNF,0.1902,5.549389567147619,435,419576959.6788
NYSE:FET,FET,14.65,1.3840830449827064,30395,181215003
CBOE:FETH,FETH,23.33,10.04716981132075,1913296,
AMEX:FEUS,FEUS,62.3403,-0.1315232993284527,91,
NASDAQ:FEUZ,FEUZ,50.6403,0.7767164179104545,332,
NASDAQ:FEX,FEX,102.24,-0.03910833007431194,11628,
AMEX:FEZ,FEZ,57.75,0.8733624454148471,808637,
NYSE:FF,FF,4.12,0.980392156862746,141530,180469351
NYSE:FFA,FFA,19.16,-0.5192107995846387,10676,382971996
NASDAQ:FFAI,FFAI,1.19,-2.4590163934426252,6043103,114235683
OTC:FFBB,FFBB,75.43,0.5733333333333425,2802,234349168
NASDAQ:FFBC,FFBC,24.07,-0.7831821929101453,184279,2293293498.0000005
OTC:FFBW,FFBW,13.1,0.15290519877675515,2160,72761474.00000001
NYSE:FFC,FFC,15.54,0.6476683937823812,91011,748684566
OTC:FFDF,FFDF,33.7,0.7470829683618398,874,99379884.00000001
CBOE:FFDI,FFDI,28.2166,0.08725879682179169,4398,
CBOE:FFEB,FFEB,49.19,0,9488,
CBOE:FFEM,FFEM,26.1353,0.5602219340738898,98,
CBOE:FFGX,FFGX,27.1425,0.19046986257376824,212,
NASDAQ:FFIC,FFIC,12.75,-0.8553654743390313,176882,430656853.00000006
NASDAQ:FFIN,FFIN,34.67,-0.5164992826398843,325038,4959553923.999999
AMEX:FFIU,FFIU,21.7361,0.8022965158071049,103,
NASDAQ:FFIV,FFIV,270.07,-1.1239657318591174,379595,15510545060
CBOE:FFLC,FFLC,44.27,-0.022583559168920526,120360,
CBOE:FFLG,FFLG,22.96,-0.23810765246710888,21854,
OTC:FFLO,FFLO,0.204,-4.9571375326127525,2757,6120000
AMEX:FFLS,FFLS,23.7205,-0.20824568784181038,1081,
CBOE:FFLV,FFLV,21.1338,-0.2110631064522929,2464,
OTC:FFMGF,FFMGF,0.1145,0.7036059806508436,1009723,123697749.21874997
OTC:FFMH,FFMH,41,2.5,150,167858178.00000003
OTC:FFMR,FFMR,66.65,-0.522388059701484,4100,471838752
AMEX:FFND,FFND,25.17,-0.15866719555731515,10908,
OTC:FFNTF,FFNTF,0.00275,1.8518518518518405,2549619,2516814.2999999993
CBOE:FFOG,FFOG,38.11,-0.18020472094461606,9888,
OTC:FFOXF,FFOXF,0.0255,-9.4138543516874,24918,5183761.124999999
OTC:FFPP,FFPP,9,12.5,101,247904100
CBOE:FFSM,FFSM,25.71,-0.0388802488335848,27261,
OTC:FFTTF,FFTTF,0.0045,-44.78527607361963,1604,6991064.999999999
AMEX:FFTY,FFTY,27.72,-0.10450827056830846,31924,
OTC:FFUCF,FFUCF,0.0385,-30.37974683544304,7836,
NYSE:FFWM,FFWM,5.34,2.4952015355086354,586740,439941627.99999994
OTC:FFXDF,FFXDF,16.47,0.7339449541284246,14406,1726698330
OTC:FFXXF,FFXXF,2.7,2.6615969581749157,1461,142361010
NYSE:FG,FG,30.17,-1.7903645833333242,410916,4065786385
NYSE:FGB,FGB,3.88,0.7766032051115566,62813,55746288
NASDAQ:FGBI,FGBI,9.61,-1.6376663254861836,15723,120170325
NASDAQ:FGBIP,FGBIP,19.85,-0.050352467270886256,2733,120170325
OTC:FGCO,FGCO,0.1725,15.77181208053691,2825,15836704.999999998
AMEX:FGD,FGD,25.51,0.5914826498422797,126346,
AMEX:FGDL,FGDL,44.58,0.7457627118644029,41141,
NASDAQ:FGEN,FGEN,0.308,-3.569192235441459,500216,31121542
NASDAQ:FGF,FGF,17.2,2.9940119760479043,1726,21883903
OTC:FGFH,FGFH,31.15,0.008026326350422108,472,112671416
NASDAQ:FGFPP,FGFPP,16.5,0,527,21883903
NASDAQ:FGI,FGI,0.77,40.1528940662541,4536438,7385497.000000001
NASDAQ:FGL,FGL,1.24,-2.668759811616957,32185,20979250
OTC:FGLDF,FGLDF,0.0146,7.352941176470596,406000,2590537.86
NASDAQ:FGM,FGM,52.11,0.6373117033603675,41886,
NASDAQ:FGMC,FGMC,9.7,0.2159291669679955,5798,99869260
NASDAQ:FGMCU,FGMCU,9.8501,0,26,101362151
NYSE:FGN,FGN,25.75,0.19455252918288216,13860,4065786385
OTC:FGOVF,FGOVF,0.7612,8.991981672394038,433354,402244333.34884614
OTC:FGPHF,FGPHF,0.027,1.8867924528301903,74686,20216615.175
OTC:FGPR,FGPR,8.6,4.495747266099626,905,210138391.00000003
OTC:FGPRB,FGPRB,129.51,0,18,210138391.00000003
OTC:FGROF,FGROF,2.176,27.92475014697237,15000,1241534295.5606308
OTC:FGROY,FGROY,2.0944,-3.705747126436782,718,1390159587.0764
AMEX:FGSM,FGSM,25.2721,0.16805590236902185,3383,
NYSE:FGSN,FGSN,23.49,-0.08507018290090654,8817,4065786385
NASDAQ:FHB,FHB,23.62,-0.08460236886632645,547646,2969490315.9999995
CBOE:FHDG,FHDG,30.6224,0.0009796846068666123,383,
OTC:FHELF,FHELF,0.0175,-1.129943502824852,20800,3743233.3750000005
CBOE:FHEQ,FHEQ,26.6056,-0.20405101275319248,9494,
OTC:FHGDF,FHGDF,0.1003,0,500,120334616.62666668
NYSE:FHI,FHI,42.79,0.28122802906022365,681548,3384811315
AMEX:FHLC,FHLC,62.54,-1.1381599747075544,80538,
OTC:FHLD,FHLD,0.1,0,20322,
NYSE:FHN,FHN,19.28,0.10384215991692405,3025566,9779460859
NYSE:FHN/PB,FHN/PB,25.3,0.11871784724970771,1183,9779460859
NYSE:FHN/PC,FHN/PC,25.01,0.08003201280513457,804,9779460859
NYSE:FHN/PE,FHN/PE,23.48,0,3797,9779460859
NYSE:FHN/PF,FHN/PF,17.52,0.8926000575871071,2337,9779460859
OTC:FHNGY,FHNGY,7.11,0.779588944011348,1859,2328883440.5096
OTC:FHRT,FHRT,21,26.887450831112798,130,48636000.00000001
NASDAQ:FHTX,FHTX,4.2,-7.284768211920531,97323,234029618
OTC:FHYDF,FHYDF,0.3666,0.9083402146985877,30400,27011050.635
AMEX:FHYS,FHYS,22.86,0,8623,
NYSE:FI,FI,184.07,1.4774794641380489,3881976,102054640601
AMEX:FIAT,FIAT,6.92,3.129657228017883,959919,
AMEX:FIAX,FIAX,18.125,-0.02757859900716495,1962,
OTC:FIBH,FIBH,27,0.14836795252225204,666,15363000
NASDAQ:FIBK,FIBK,26.97,-0.9548292324641996,873085,2828806050
CBOE:FIBR,FIBR,87.13,0.017218619066751498,418,
NYSE:FICO,FICO,2088.22,-0.8329534229921937,139170,50830803311
NASDAQ:FICS,FICS,38.64,0.520291363163379,13988,
NASDAQ:FID,FID,18.21,0.6633499170812659,7573,
AMEX:FIDI,FIDI,22.634,0.5062166962699857,36416,
OTC:FIDS,FIDS,21.4,-1.8348623853211108,600,14808799.999999998
AMEX:FIDU,FIDU,71.39,0.09814918676389146,36431,
OTC:FIEB,FIEB,19.05,0.2631578947368458,217,172717739.4
AMEX:FIG,FIG,21.8168,-0.7740937826897607,7923,
AMEX:FIGB,FIGB,42.5775,-0.12315270935961058,19696,
NYSE:FIGS,FIGS,4.92,-2.5742574257425725,3363670,799751560
NYSE:FIHL,FIHL,17.02,1.1890606420927425,581095,1902382269
AMEX:FIIG,FIIG,20.52,0.04875670404679673,168733,
OTC:FIISO,FIISO,125,16.953592814371262,60,528081057
OTC:FILAF,FILAF,13.2,19.782214156079853,100,673289729.222798
OTC:FILG,FILG,2.75,10,176485,
AMEX:FILL,FILL,22.675,1.2710804630556,2583,
NASDAQ:FINE,FINE,21.22,1.9403250368705,4,
OTC:FINGF,FINGF,29.17,-0.9507640067911632,1205,3925393271.6735
OTC:FINMF,FINMF,53.2931,0.5340501792114782,2128,30652790524.91625
OTC:FINMY,FINMY,26.68,-3.5778821828695406,62397,30593610555.86241
OTC:FINN,FINN,12250,-2,3,3723999880
NYSE:FINS,FINS,13.19,0.15186028853454497,67159,
AMEX:FINT,FINT,27.1611,0.5222057735011161,3938,
NYSE:FINV,FINV,8.3,-0.12033694344163401,381817,2101976250.0000002
NASDAQ:FINW,FINW,14.58,-0.8163265306122396,10490,192695697
NASDAQ:FINX,FINX,29.16,0,19892,
NASDAQ:FIP,FIP,4.6,-1.28755364806868,3314990,527902597
AMEX:FIRI,FIRI,19.09,0.10487676979548807,220,
AMEX:FIRS,FIRS,20.53,-0.04868549172345672,2350,
NYSE:FIS,FIS,78.34,0.5390143737166346,3409720,41159448688
NASDAQ:FISI,FISI,26.26,-1.0177157934413854,78846,528081057
AMEX:FISK,FISK,7.02,3.539823008849548,6721,1897456834.2748418
AMEX:FISR,FISR,25.4536,0.07037353011712245,41465,
NASDAQ:FITB,FITB,37.35,0.24154589371981594,4425067,24930832185
NASDAQ:FITBI,FITBI,25.38,0.07886435331230116,15216,24930832185
NASDAQ:FITBO,FITBO,21.83,-0.1372369624885688,13370,24930832185
NASDAQ:FITBP,FITBP,24.41,-0.1635991820040865,11268,24930832185
AMEX:FITE,FITE,66.3041,-0.6570016750920561,3005,
OTC:FITGF,FITGF,0.2615,-4.666423623769587,1740,1853254798.1670735
OTC:FITX,FITX,1e-06,0,55000,4630
OTC:FITY,FITY,0.002,5.263157894736844,6604755,18766
AMEX:FIVA,FIVA,27.92,0.6126126126126188,78717,
NASDAQ:FIVE,FIVE,85.25,-0.872093023255814,1553685,4693521052
NASDAQ:FIVN,FIVN,26.52,0.6260671599316986,1685720,2022733964
NASDAQ:FIVY,FIVY,38.01,0.026315789473678974,9756,
AMEX:FIW,FIW,103.5,0.1257618264486751,29076,
NYSE:FIX,FIX,434.88,-0.9723329158601803,286289,15340324819
NASDAQ:FIXD,FIXD,43.31,0.09244280101686883,243311,
AMEX:FIXP,FIXP,19.6775,-0.15982546044954687,733,
NASDAQ:FIZZ,FIZZ,43.54,-0.5936073059360686,128471,4076225303
CBOE:FJAN,FJAN,44.59,-0.22376370552695085,10586,
OTC:FJIKY,FJIKY,23.8625,-1.465882110044391,1270,11323473077.403864
NASDAQ:FJP,FJP,56.63,1.233464426170906,9729,
OTC:FJTNY,FJTNY,10.6,-3.1963470319634673,126,4395876889.231894
OTC:FJTSF,FJTSF,22.47,0,2503,41329414962.161446
OTC:FJTSY,FJTSY,23.09,1.9426048565121472,164557,42314658921.20913
CBOE:FJUL,FJUL,47.9444,-0.07711321470402913,10238,
CBOE:FJUN,FJUN,50.1639,0.007775119617228009,7551,
OTC:FKKFY,FKKFY,14.21,16.66666666666668,117,4983648751.501212
OTC:FKMCF,FKMCF,0.11985,18.42885375494071,178500,20167544.795555554
OTC:FKRAF,FKRAF,16.3304,-1.0278787878787823,415,1315680228.067956
OTC:FKST,FKST,1.13,-38.25136612021859,537,147140
NASDAQ:FKU,FKU,43.43,0.9999999999999993,36003,
OTC:FKURF,FKURF,42.745,3.951848249027238,113,11784789194.947233
NASDAQ:FKWL,FKWL,4.7,0.42735042735043727,10259,55386113
OTC:FKYS,FKYS,15.6,4.48760884125921,302,97012985.99999999
NYSE:FL,FL,12.01,-1.7184942716857678,2437985,1140402080.0000002
AMEX:FLAG,FLAG,25.2716,-0.5747963033634065,37,
AMEX:FLAO,FLAO,26.4506,-0.03590311450069794,155,
AMEX:FLAU,FLAU,29.5928,0.6266895625414433,3066,
AMEX:FLAX,FLAX,24.0194,0.6140879997319099,1285,
CBOE:FLBL,FLBL,23.94,0.14641288433382196,248722,
AMEX:FLBR,FLBR,17.2502,0.44895796332635307,34034,
NYSE:FLC,FLC,16.48,0.24330900243308481,10599,172328064
AMEX:FLCA,FLCA,38.98,0.2572016460905203,9581,
AMEX:FLCB,FLCB,21.23,0.14150943396226953,164632,
AMEX:FLCC,FLCC,27.4362,-0.17210326195717393,519,
AMEX:FLCE,FLCE,24.28,-0.1644736842105228,6263,
AMEX:FLCG,FLCG,26.72,-0.2892060826569664,7102,
AMEX:FLCH,FLCH,20.85,-0.09583133684714697,26343,
AMEX:FLCO,FLCO,21.075,-0.04742708086318029,35864,
AMEX:FLCV,FLCV,27.3772,-0.2608492903150597,675,
NASDAQ:FLD,FLD,3.99,-3.623188405797089,181683,187086608
NASDAQ:FLDB,FLDB,50.435,0.03967073291679684,1760,
CBOE:FLDR,FLDR,49.985,0.05004003202561765,228026,
CBOE:FLDZ,FLDZ,27.691,0.014447213493689394,125,
AMEX:FLEE,FLEE,32.59,0.4004929143561385,8022,
OTC:FLES,FLES,0.0001,0,460,884.5360000000001
AMEX:FLEU,FLEU,29.4564,0.7828217164597836,13927,
OTC:FLEW,FLEW,52.99,0,1,15925985.259928841
NASDAQ:FLEX,FLEX,38.48,-0.10384215991694248,3689306,14741805491
OTC:FLFG,FLFG,9,28.57142857142857,100,31770000
NYSE:FLG,FLG,12,-1.0717230008244087,4177020,4980891724
NYSE:FLG/PA,FLG/PA,22.85,-0.043744531933499614,5694,4980891724
NYSE:FLG/PU,FLG/PU,37.08,-1.185876082611593,418,4980891724
AMEX:FLGB,FLGB,29.3533,0.31886534518113213,44361,
NASDAQ:FLGC,FLGC,0.6789,-1.0349854227405402,100305,15321859.000000002
AMEX:FLGR,FLGR,32.15,0.7836990595611286,23479,
NASDAQ:FLGT,FLGT,19.7,6.142241379310348,369131,599738862.0000001
AMEX:FLGV,FLGV,20.345,0.025565639780128317,75029,
OTC:FLGZY,FLGZY,10.16,-2.9608404966571205,3049,7840936868.41038
AMEX:FLHK,FLHK,18.6353,0.5438506568831074,1463,
OTC:FLHLF,FLHLF,0.0172,-3.370786516853932,8870,4502856.455999999
CBOE:FLHY,FLHY,23.65,-0.02113718030015877,72339,
CBOE:FLIA,FLIA,20.341,-0.044226044226045896,43258,
OTC:FLIBF,FLIBF,44.4129,-0.2255505657859572,152,
NASDAQ:FLIC,FLIC,12.34,-0.40355125100888384,70262,279865252
AMEX:FLIN,FLIN,37.41,1.5472312703582873,300774,
AMEX:FLJH,FLJH,31.3525,-0.17034961472330018,10237,
AMEX:FLJJ,FLJJ,28.173,-0.13009709426191446,6213,
AMEX:FLJP,FLJP,30.83,0.2927781392322702,247896,
AMEX:FLKR,FLKR,19.64,0.5946557808634516,17085,
NASDAQ:FLL,FLL,3.14,-4.84848484848484,225317,112963534.99999999
AMEX:FLLA,FLLA,21.0394,0.251589109241141,6152,
AMEX:FLMB,FLMB,23.1119,0.24680112773801274,31477,
AMEX:FLMI,FLMI,24.19,0.12417218543046829,370737,
OTC:FLMNY,FLMNY,12.16,-2.250803858520895,179,5089921870.77084
OTC:FLMP,FLMP,0.0002,0,137399,12779.62
OTC:FLMTF,FLMTF,0.0192,-40.74074074074075,2000,1138799.36
AMEX:FLMX,FLMX,28.69,0.01743071291616719,8756,
NASDAQ:FLN,FLN,19.04,1.2765957446808427,1786,
NASDAQ:FLNC,FLNC,4.58,-4.979253112033199,6446050,834558732.9999999
OTC:FLNCF,FLNCF,0.12574,-6.997041420118341,5770,56698037.37921951
NYSE:FLNG,FLNG,24.06,0.6273525721455399,180327,1277772893.9999998
NASDAQ:FLNT,FLNT,2.34,-3.1055900621118084,5573,48365897
NYSE:FLO,FLO,17.21,-2.1603183627060774,1867157,3633543514
NYSE:FLOC,FLOC,22.66,5.346350534635047,194128,2075707870.0000005
OTC:FLOOF,FLOOF,1e-06,0,630,
CBOE:FLOT,FLOT,50.76,0,874332,
AMEX:FLOW,FLOW,30.0309,0.0333101272779897,1656,
CBOE:FLQL,FLQL,57.43,-0.15646731571627853,22439,
CBOE:FLQM,FLQM,52.77,-0.4151726740894487,88934,
CBOE:FLQS,FLQS,39.5622,-0.050022737608012714,351,
NYSE:FLR,FLR,35.86,0.7020499859590003,2521323,5904876363.000001
AMEX:FLRG,FLRG,33.45,-0.1790510295434055,35777,
AMEX:FLRN,FLRN,30.66,-0.0326051516139601,449149,
AMEX:FLRT,FLRT,46.87,0.1067919692439068,104038,
NYSE:FLS,FLS,47.75,-0.33395950740971947,1011869,6242291720.999999
AMEX:FLSA,FLSA,34.2743,0.3304899682097227,779,
AMEX:FLSP,FLSP,24.11,0,18131,
AMEX:FLSW,FLSW,37.1088,-0.05790419145548536,11244,
AMEX:FLTB,FLTB,50.025,-0.04995004995004711,14181,
OTC:FLTCF,FLTCF,1.59,8.163265306122456,410,348213995.0420169
OTC:FLTLF,FLTLF,31.715,-0.2672955974842794,16162,1359591898.3682072
AMEX:FLTR,FLTR,25.35,0,670949,
AMEX:FLTW,FLTW,47.28,1.0688328345446771,422640,
AMEX:FLUD,FLUD,24.92,0.10042177144005678,1100,
NYSE:FLUT,FLUT,234.47,-2.786185165222438,1691406,41428007784
NASDAQ:FLUX,FLUX,1.89,-4.0609137055837605,43735,31787229
AMEX:FLV,FLV,67.3034,0.4528358208955169,3767,
OTC:FLWBF,FLWBF,0.05,-3.8461538461538365,7000,4333944.615384615
OTC:FLWPF,FLWPF,1e-06,0,37800,
NASDAQ:FLWS,FLWS,4.86,-16.062176165803105,2828821,309101669
NASDAQ:FLX,FLX,2.28,1.3333333333333246,7721,162176192
NYSE:FLXR,FLXR,38.93,0,427302,
NASDAQ:FLXS,FLXS,31.3,-2.1263289555972475,9593,165052814
OTC:FLXT,FLXT,0.0027,-3.571428571428566,112000,339004
AMEX:FLYD,FLYD,12.4932,-1.0666856722020326,2359,
NASDAQ:FLYE,FLYE,0.424499,3.5363414634146437,90981,10437369.1625
AMEX:FLYU,FLYU,39.4061,0.7570953720276213,975,
NASDAQ:FLYW,FLYW,10.89,-2.0683453237409952,2043832,1323770369
AMEX:FLYX,FLYX,2.99,-0.49916805324458174,4599,239587466
AMEX:FLYY,FLYY,6.52,-3.6927621861152145,123582,714103000
CBOE:FMAG,FMAG,31.0636,-0.21329906842273696,19399,
OTC:FMANF,FMANF,0.075,1.7639077340569818,23267,14381361
NASDAQ:FMAO,FMAO,25.04,-0.831683168316835,8755,343500892.00000006
CBOE:FMAR,FMAR,42.41,0,19609,
AMEX:FMAT,FMAT,47.94,0.3138731952291245,30279,
CBOE:FMAY,FMAY,46.21,-0.22369239273129304,12317,
NASDAQ:FMB,FMB,49.795,-0.01004016064256115,130296,
NASDAQ:FMBH,FMBH,36.39,-0.6009287080032747,36629,872717055
OTC:FMBL,FMBL,5778.34,0.04051246537396374,44,718108947
OTC:FMBM,FMBM,20.65,0,5000,72858607
OTC:FMBV,FMBV,0.0027,68.75,10200,509781.99999999994
NYSE:FMC,FMC,36.79,0.5191256830601031,1464773,4595410519
OTC:FMCB,FMCB,1000.1375,0.13892365456821482,754,699893869.1011765
OTC:FMCC,FMCC,5.38,-0.7380073800738014,1077539,3497320563.0000005
OTC:FMCCG,FMCCG,15.5,-1.602920171401362,2369,3497320563
OTC:FMCCH,FMCCH,16.47,3.260188087774292,5834,3497320563
OTC:FMCCI,FMCCI,15.29,-6.540342298288511,14350,3497320563
OTC:FMCCJ,FMCCJ,15.75,-1.5009380863039414,2830,3497320563
OTC:FMCCK,FMCCK,16.99,5.266418835192057,215,3497320563
OTC:FMCCL,FMCCL,16.1225,-0.8456334563345806,1028,3497320563
OTC:FMCCM,FMCCM,16,0,3100,3497320563
OTC:FMCCN,FMCCN,16.4,4.11045865735597,298,3497320563
OTC:FMCCO,FMCCO,16.5,1.3513513513513442,900,3497320563
OTC:FMCCP,FMCCP,16.8,-1.17647058823529,200,3497320563
OTC:FMCCS,FMCCS,16,2.5641025641025665,15226,3497320563
OTC:FMCCT,FMCCT,18.25,-0.10946907498631403,3061,3497320563
AMEX:FMCE,FMCE,25.1497,-0.25699498304547674,10,
OTC:FMCKI,FMCKI,9.29,-0.9594882729211262,2100,3497320563
OTC:FMCKJ,FMCKJ,11.36,-0.3508771929824642,199958,3497320563
OTC:FMCKK,FMCKK,16.4675,-0.4984894259818705,4710,3497320563
OTC:FMCKL,FMCKL,9.15,-0.8130081300812931,100,3497320563
OTC:FMCKM,FMCKM,8.75,-2.234636871508372,2901,3497320563
OTC:FMCKN,FMCKN,9.25,0.6528835690968499,1000,3497320563
OTC:FMCKO,FMCKO,9.25,2.7777777777777777,1700,3497320563
OTC:FMCKP,FMCKP,16.04,-1.5346838551258442,6300,3497320563
OTC:FMCQF,FMCQF,52.25,13.291413703382487,507,15330853060.271046
AMEX:FMCX,FMCX,30.302,0.10571522960026439,26,
OTC:FMCXF,FMCXF,2.465,-0.4643650312941767,62988,1037554029.058309
AMEX:FMDE,FMDE,32.25,-0.09293680297398121,175577,
NASDAQ:FMED,FMED,23.215,-0.8329773601025214,4187,
NASDAQ:FMET,FMET,28.82,0.2783576896311825,5292,
AMEX:FMF,FMF,45.43,0.6201550387596925,11431,
OTC:FMFG,FMFG,16,0,250,50805550
NASDAQ:FMHI,FMHI,46.87,0,60393,
NYSE:FMN,FMN,10.73,0,16802,
NASDAQ:FMNB,FMNB,13.36,-0.8902077151335385,42129,502877360.99999994
OTC:FMNJ,FMNJ,0.0017,0,31016,2943348
AMEX:FMNY,FMNY,26.055,0.1930412846859051,12689,
OTC:FMPR,FMPR,0.0372,-45.8909090909091,3345,4743000
AMEX:FMQQ,FMQQ,13.745,0.6156256176386578,4245,
NYSE:FMS,FMS,28.39,1.1400071250445325,254172,16588319497.76427
NASDAQ:FMST,FMST,1.0594,4.89108910891088,206343,10951437.980945945
NASDAQ:FMTM,FMTM,25.4428,-0.263426107408872,1728,
NASDAQ:FMTO,FMTO,6.52,-2.3952095808383254,73375,3650518
NASDAQ:FMUB,FMUB,49.5,0.12135922330097548,1974,
NASDAQ:FMUN,FMUN,48.725,-0.015595309915737102,8916,
NYSE:FMX,FMX,102.04,0.30472820210360985,339239,20954848041.31031
OTC:FMXUF,FMXUF,10.56,7.755102040816324,165,20954848041.31031
NYSE:FMY,FMY,12.0679,-0.3624564474314364,664,50843510.848
NYSE:FN,FN,202.62,-2.6333493512734214,575555,7260006967.999999
OTC:FNAUF,FNAUF,0.25,24.999999999999993,19540,4704654.411764706
NYSE:FNB,FNB,13.69,-0.940665701881337,2019483,4925748999.000001
OTC:FNBT,FNBT,26.3,-0.7547169811320728,3100,317895111
OTC:FNCDY,FNCDY,14.57,-4.459016393442621,234,6146236576.422481
